Country,Year,Arrivals,Occupation
Argentina,2017,4815,Commercial personal and clerical
Argentina,2017,18453,Labourers production and service workers
Argentina,2017,131,Agricultural workers
Argentina,2017,120,Government
Argentina,2017,363,House wife
Argentina,2017,8329,Students
Argentina,2017,1513,Retired
Argentina,2017,2,Others
Argentina,2017,7,Not stated
Brazil,2017,71349,Total
Brazil,2017,31956,Professional
Brazil,2017,8258,Administrative and managerial
Brazil,2017,7650,Commercial personal and clerical
Brazil,2017,9786,Labourers production and service workers
Brazil,2017,187,Agricultural workers
Brazil,2017,1229,Government
Brazil,2017,392,House wife
Brazil,2017,8886,Students
Brazil,2017,2987,Retired
Brazil,2017,11,Others
Brazil,2017,7,Not stated
Canada,2017,227069,Total
Canada,2017,61043,Professional
Canada,2017,24233,Administrative and managerial
Canada,2017,21816,Commercial personal and clerical
Canada,2017,45658,Labourers production and service workers
Canada,2017,608,Agricultural workers
Canada,2017,1238,Government
Canada,2017,2897,House wife
Canada,2017,40735,Students
Canada,2017,28772,Retired
Canada,2017,64,Others
Canada,2017,5,Not stated
USA,2017,1006939,Total
USA,2017,318515,Professional
USA,2017,108379,Administrative and managerial
USA,2017,95625,Commercial personal and clerical
USA,2017,177078,Labourers production and service workers
USA,2017,1835,Agricultural workers
USA,2017,8236,Government
USA,2017,16580,House wife
USA,2017,186350,Students
USA,2017,94153,Retired
USA,2017,162,Others
USA,2017,26,Not stated
Others in America,2017,80799,Total
Others in America,2017,34371,Professional
Others in America,2017,8460,Administrative and managerial
Others in America,2017,7080,Commercial personal and clerical
Others in America,2017,13869,Labourers production and service workers
Others in America,2017,94,Agricultural workers
Others in America,2017,390,Government
Others in America,2017,1441,House wife
Others in America,2017,12811,Students
Others in America,2017,2275,Retired
Others in America,2017,1,Others
Others in America,2017,7,Not stated
Bangladesh,2017,125580,Total
Bangladesh,2017,9904,Professional
Bangladesh,2017,2919,Administrative and managerial
Bangladesh,2017,36033,Commercial personal and clerical
Bangladesh,2017,25378,Labourers production and service workers
Bangladesh,2017,8,Agricultural workers
Bangladesh,2017,2481,Government
Bangladesh,2017,17727,House wife
Bangladesh,2017,30085,Students
Bangladesh,2017,1020,Retired
Bangladesh,2017,17,Others
Bangladesh,2017,8,Not stated
India,2017,1281681,Total
India,2017,169405,Professional
India,2017,55326,Administrative and managerial
India,2017,490733,Commercial personal and clerical
India,2017,267676,Labourers production and service workers
India,2017,5377,Agricultural workers
India,2017,4903,Government
India,2017,96038,House wife
India,2017,166688,Students
India,2017,25438,Retired
India,2017,88,Others
India,2017,9,Not stated
Nepal,2017,43782,Total
Nepal,2017,6590,Professional
Nepal,2017,1897,Administrative and managerial
Nepal,2017,14797,Commercial personal and clerical
Nepal,2017,8287,Labourers production and service workers
Nepal,2017,191,Agricultural workers
Nepal,2017,1169,Government
Nepal,2017,2721,House wife
Nepal,2017,7653,Students
Nepal,2017,475,Retired
Nepal,2017,2,Others
Nepal,2017,0,Not stated
Pakistan,2017,76784,Total
Pakistan,2017,14924,Professional
Pakistan,2017,6821,Administrative and managerial
Pakistan,2017,23519,Commercial personal and clerical
Pakistan,2017,10738,Labourers production and service workers
Pakistan,2017,119,Agricultural workers
Pakistan,2017,717,Government
Pakistan,2017,6487,House wife
Pakistan,2017,12711,Students
Pakistan,2017,748,Retired
Pakistan,2017,0,Others
Pakistan,2017,0,Not stated
SriLanka,2017,63386,Total
SriLanka,2017,15239,Professional
SriLanka,2017,9392,Administrative and managerial
SriLanka,2017,14800,Commercial personal and clerical
SriLanka,2017,6544,Labourers production and service workers
SriLanka,2017,105,Agricultural workers
SriLanka,2017,175,Government
SriLanka,2017,2725,House wife
SriLanka,2017,12336,Students
SriLanka,2017,2020,Retired
SriLanka,2017,44,Others
SriLanka,2017,6,Not stated
Others in Asia,2017,48315,Total
Others in Asia,2017,7499,Professional
Others in Asia,2017,3568,Administrative and managerial
Others in Asia,2017,7820,Commercial personal and clerical
Others in Asia,2017,10373,Labourers production and service workers
Others in Asia,2017,286,Agricultural workers
Others in Asia,2017,5508,Government
Others in Asia,2017,2670,House wife
Others in Asia,2017,9976,Students
Others in Asia,2017,604,Retired
Others in Asia,2017,4,Others
Others in Asia,2017,7,Not stated
Australia,2017,837485,Total
Australia,2017,219876,Professional
Australia,2017,137450,Administrative and managerial
Australia,2017,66300,Commercial personal and clerical
Australia,2017,170021,Labourers production and service workers
Australia,2017,2695,Agricultural workers
Australia,2017,4060,Government
Australia,2017,14142,House wife
Australia,2017,143238,Students
Australia,2017,79569,Retired
Australia,2017,75,Others
Australia,2017,59,Not stated
NewZealand,2017,102328,Total
NewZealand,2017,30908,Professional
NewZealand,2017,16802,Administrative and managerial
NewZealand,2017,7644,Commercial personal and clerical
NewZealand,2017,19253,Labourers production and service workers
NewZealand,2017,661,Agricultural workers
NewZealand,2017,476,Government
NewZealand,2017,1727,House wife
NewZealand,2017,16922,Students
NewZealand,2017,7922,Retired
NewZealand,2017,13,Others
NewZealand,2017,0,Not stated
Others in Oceania,2017,7964,Total
Others in Oceania,2017,2389,Professional
Others in Oceania,2017,1213,Administrative and managerial
Others in Oceania,2017,734,Commercial personal and clerical
Others in Oceania,2017,1510,Labourers production and service workers
Others in Oceania,2017,23,Agricultural workers
Others in Oceania,2017,184,Government
Others in Oceania,2017,127,House wife
Others in Oceania,2017,931,Students
Others in Oceania,2017,851,Retired
Others in Oceania,2017,1,Others
Others in Oceania,2017,1,Not stated
Egypt,2017,19730,Total
Egypt,2017,7799,Professional
Egypt,2017,3712,Administrative and managerial
Egypt,2017,1089,Commercial personal and clerical
Egypt,2017,2572,Labourers production and service workers
Egypt,2017,3,Agricultural workers
Egypt,2017,62,Government
Egypt,2017,355,House wife
Egypt,2017,3744,Students
Egypt,2017,389,Retired
Egypt,2017,4,Others
Egypt,2017,1,Not stated
Israel,2017,174815,Total
Israel,2017,42760,Professional
Israel,2017,19130,Administrative and managerial
Israel,2017,16223,Commercial personal and clerical
Israel,2017,37016,Labourers production and service workers
Israel,2017,923,Agricultural workers
Israel,2017,352,Government
Israel,2017,897,House wife
Israel,2017,47618,Students
Israel,2017,9851,Retired
Israel,2017,31,Others
Israel,2017,14,Not stated
Kuwait,2017,80895,Total
Kuwait,2017,11666,Professional
Kuwait,2017,5170,Administrative and managerial
Kuwait,2017,3799,Commercial personal and clerical
Kuwait,2017,23539,Labourers production and service workers
Kuwait,2017,22,Agricultural workers
Kuwait,2017,386,Government
Kuwait,2017,3309,House wife
Kuwait,2017,28993,Students
Kuwait,2017,3990,Retired
Kuwait,2017,8,Others
Kuwait,2017,13,Not stated
SaudiArabia,2017,42610,Total
SaudiArabia,2017,12326,Professional
SaudiArabia,2017,4688,Administrative and managerial
SaudiArabia,2017,3886,Commercial personal and clerical
SaudiArabia,2017,7874,Labourers production and service workers
SaudiArabia,2017,5,Agricultural workers
SaudiArabia,2017,362,Government
SaudiArabia,2017,1887,House wife
SaudiArabia,2017,10456,Students
SaudiArabia,2017,1096,Retired
SaudiArabia,2017,23,Others
SaudiArabia,2017,7,Not stated
UnitedArabEmirates,2017,199475,Total
UnitedArabEmirates,2017,35105,Professional
UnitedArabEmirates,2017,21590,Administrative and managerial
UnitedArabEmirates,2017,16704,Commercial personal and clerical
UnitedArabEmirates,2017,47719,Labourers production and service workers
UnitedArabEmirates,2017,10,Agricultural workers
UnitedArabEmirates,2017,1114,Government
UnitedArabEmirates,2017,11044,House wife
UnitedArabEmirates,2017,60935,Students
UnitedArabEmirates,2017,5138,Retired
UnitedArabEmirates,2017,92,Others
UnitedArabEmirates,2017,24,Not stated
Others in Middle East,2017,357518,Total
Others in Middle East,2017,85409,Professional
Others in Middle East,2017,38326,Administrative and managerial
Others in Middle East,2017,41459,Commercial personal and clerical
Others in Middle East,2017,80422,Labourers production and service workers
Others in Middle East,2017,564,Agricultural workers
Others in Middle East,2017,2553,Government
Others in Middle East,2017,14240,House wife
Others in Middle East,2017,82497,Students
Others in Middle East,2017,11811,Retired
Others in Middle East,2017,232,Others
Others in Middle East,2017,5,Not stated
SouthAfrica,2017,91182,Total
SouthAfrica,2017,30927,Professional
SouthAfrica,2017,20170,Administrative and managerial
SouthAfrica,2017,8186,Commercial personal and clerical
SouthAfrica,2017,12452,Labourers production and service workers
SouthAfrica,2017,355,Agricultural workers
SouthAfrica,2017,236,Government
SouthAfrica,2017,1790,House wife
SouthAfrica,2017,12552,Students
SouthAfrica,2017,4508,Retired
SouthAfrica,2017,5,Others
SouthAfrica,2017,1,Not stated
Others in Africa,2017,101112,Total
Others in Africa,2017,25410,Professional
Others in Africa,2017,13100,Administrative and managerial
Others in Africa,2017,19661,Commercial personal and clerical
Others in Africa,2017,16582,Labourers production and service workers
Others in Africa,2017,248,Agricultural workers
Others in Africa,2017,1204,Government
Others in Africa,2017,2863,House wife
Others in Africa,2017,18107,Students
Others in Africa,2017,3907,Retired
Others in Africa,2017,24,Others
Others in Africa,2017,6,Not stated
Brunai,2018,18460,Total
Brunai,2018,4721,Professional
Brunai,2018,1978,Administrative and managerial
Brunai,2018,2137,Commercial personal and clerical
Brunai,2018,4116,Labourers production and service workers
Brunai,2018,7,Agricultural workers
Brunai,2018,433,Government
Brunai,2018,1019,House wife
Brunai,2018,3263,Students
Brunai,2018,777,Retired
Brunai,2018,4,Others
Brunai,2018,5,Not stated
Cambodia,2018,950980,Total
Cambodia,2018,80630,Professional
Cambodia,2018,33523,Administrative and managerial
Cambodia,2018,110906,Commercial personal and clerical
Cambodia,2018,351889,Labourers production and service workers
Cambodia,2018,99190,Agricultural workers
Cambodia,2018,7831,Government
Cambodia,2018,92662,House wife
Cambodia,2018,144285,Students
Cambodia,2018,30057,Retired
Cambodia,2018,3,Others
Cambodia,2018,4,Not stated
Indonesia,2018,644479,Total
Indonesia,2018,94804,Professional
Indonesia,2018,49392,Administrative and managerial
Indonesia,2018,56896,Commercial personal and clerical
Indonesia,2018,218066,Labourers production and service workers
Indonesia,2018,556,Agricultural workers
Indonesia,2018,6612,Government
Indonesia,2018,84427,House wife
Indonesia,2018,123562,Students
Indonesia,2018,9980,Retired
Indonesia,2018,171,Others
Indonesia,2018,13,Not stated
Laos,2018,1682304,Total
Laos,2018,231012,Professional
Laos,2018,85069,Administrative and managerial
Laos,2018,85221,Commercial personal and clerical
Laos,2018,773248,Labourers production and service workers
Laos,2018,75252,Agricultural workers
Laos,2018,2668,Government
Laos,2018,81895,House wife
Laos,2018,285918,Students
Laos,2018,61971,Retired
Laos,2018,44,Others
Laos,2018,6,Not stated
Malaysia,2018,4042998,Total
Malaysia,2018,815311,Professional
Malaysia,2018,821308,Administrative and managerial
Malaysia,2018,493103,Commercial personal and clerical
Malaysia,2018,539539,Labourers production and service workers
Malaysia,2018,3068,Agricultural workers
Malaysia,2018,4525,Government
Malaysia,2018,634217,House wife
Malaysia,2018,659993,Students
Malaysia,2018,71792,Retired
Malaysia,2018,134,Others
Malaysia,2018,8,Not stated
Myanmar,2018,379880,Total
Myanmar,2018,71973,Professional
Myanmar,2018,28698,Administrative and managerial
Myanmar,2018,82233,Commercial personal and clerical
Myanmar,2018,96833,Labourers production and service workers
Myanmar,2018,1537,Agricultural workers
Myanmar,2018,771,Government
Myanmar,2018,8429,House wife
Myanmar,2018,78684,Students
Myanmar,2018,10692,Retired
Myanmar,2018,24,Others
Myanmar,2018,6,Not stated
Philippines,2018,407832,Total
Philippines,2018,103353,Professional
Philippines,2018,44334,Administrative and managerial
Philippines,2018,55836,Commercial personal and clerical
Philippines,2018,126736,Labourers production and service workers
Philippines,2018,873,Agricultural workers
Philippines,2018,2216,Government
Philippines,2018,16679,House wife
Philippines,2018,40703,Students
Philippines,2018,17070,Retired
Philippines,2018,17,Others
Philippines,2018,15,Not stated
Singapore,2018,1168112,Total
Singapore,2018,316877,Professional
Singapore,2018,210933,Administrative and managerial
Singapore,2018,135914,Commercial personal and clerical
Singapore,2018,201077,Labourers production and service workers
Singapore,2018,311,Agricultural workers
Singapore,2018,11307,Government
Singapore,2018,65361,House wife
Singapore,2018,184841,Students
Singapore,2018,41227,Retired
Singapore,2018,222,Others
Singapore,2018,42,Not stated
Vietnam,2018,1053723,Total
Vietnam,2018,136026,Professional
Vietnam,2018,65323,Administrative and managerial
Vietnam,2018,179274,Commercial personal and clerical
Vietnam,2018,420077,Labourers production and service workers
Vietnam,2018,11302,Agricultural workers
Vietnam,2018,2076,Government
Vietnam,2018,19542,House wife
Vietnam,2018,184460,Students
Vietnam,2018,35426,Retired
Vietnam,2018,210,Others
Vietnam,2018,7,Not stated
China,2018,10625167,Total
China,2018,1189997,Professional
China,2018,631457,Administrative and managerial
China,2018,764390,Commercial personal and clerical
China,2018,6190811,Labourers production and service workers
China,2018,14742,Agricultural workers
China,2018,19441,Government
China,2018,81189,House wife
China,2018,1336571,Students
China,2018,376828,Retired
China,2018,19480,Others
China,2018,261,Not stated
HongKong,2018,1047559,Total
HongKong,2018,177013,Professional
HongKong,2018,105578,Administrative and managerial
HongKong,2018,223591,Commercial personal and clerical
HongKong,2018,225131,Labourers production and service workers
HongKong,2018,509,Agricultural workers
HongKong,2018,8276,Government
HongKong,2018,85630,House wife
HongKong,2018,163638,Students
HongKong,2018,58007,Retired
HongKong,2018,181,Others
HongKong,2018,5,Not stated
Japan,2018,1642712,Total
Japan,2018,195921,Professional
Japan,2018,87806,Administrative and managerial
Japan,2018,187604,Commercial personal and clerical
Japan,2018,825824,Labourers production and service workers
Japan,2018,4643,Agricultural workers
Japan,2018,5655,Government
Japan,2018,72387,House wife
Japan,2018,208098,Students
Japan,2018,54419,Retired
Japan,2018,142,Others
Japan,2018,213,Not stated
Korea,2018,1785147,Total
Korea,2018,214063,Professional
Korea,2018,57336,Administrative and managerial
Korea,2018,323726,Commercial personal and clerical
Korea,2018,654697,Labourers production and service workers
Korea,2018,4954,Agricultural workers
Korea,2018,5193,Government
Korea,2018,183225,House wife
Korea,2018,311909,Students
Korea,2018,29870,Retired
Korea,2018,113,Others
Korea,2018,61,Not stated
Taiwan,2018,674172,Total
Taiwan,2018,114857,Professional
Taiwan,2018,36896,Administrative and managerial
Taiwan,2018,171703,Commercial personal and clerical
Taiwan,2018,194226,Labourers production and service workers
Taiwan,2018,891,Agricultural workers
Taiwan,2018,1539,Government
Taiwan,2018,23937,House wife
Taiwan,2018,111505,Students
Taiwan,2018,18508,Retired
Taiwan,2018,102,Others
Taiwan,2018,8,Not stated
Others in East,2018,101921,Total
Others in East,2018,17476,Professional
Others in East,2018,8419,Administrative and managerial
Others in East,2018,16988,Commercial personal and clerical
Others in East,2018,27917,Labourers production and service workers
Others in East,2018,66,Agricultural workers
Others in East,2018,1390,Government
Others in East,2018,3624,House wife
Others in East,2018,21534,Students
Others in East,2018,4483,Retired
Others in East,2018,15,Others
Others in East,2018,9,Not stated
Austria,2018,114768,Total
Austria,2018,22445,Professional
Austria,2018,11360,Administrative and managerial
Austria,2018,8724,Commercial personal and clerical
Austria,2018,41100,Labourers production and service workers
Austria,2018,294,Agricultural workers
Austria,2018,330,Government
Austria,2018,783,House wife
Austria,2018,16526,Students
Austria,2018,13169,Retired
Austria,2018,32,Others
Austria,2018,5,Not stated
Belgium,2018,116346,Total
Belgium,2018,24381,Professional
Belgium,2018,9547,Administrative and managerial
Belgium,2018,7827,Commercial personal and clerical
Belgium,2018,42715,Labourers production and service workers
Belgium,2018,106,Agricultural workers
Belgium,2018,870,Government
Belgium,2018,983,House wife
Belgium,2018,18221,Students
Belgium,2018,11667,Retired
Belgium,2018,26,Others
Belgium,2018,3,Not stated
Denmark,2018,170044,Total
Denmark,2018,34163,Professional
Denmark,2018,15987,Administrative and managerial
Denmark,2018,11645,Commercial personal and clerical
Denmark,2018,46392,Labourers production and service workers
Denmark,2018,526,Agricultural workers
Denmark,2018,288,Government
Denmark,2018,928,House wife
Denmark,2018,42010,Students
Denmark,2018,18077,Retired
Denmark,2018,21,Others
Denmark,2018,7,Not stated
Finland,2018,135384,Total
Finland,2018,26545,Professional
Finland,2018,15930,Administrative and managerial
Finland,2018,11230,Commercial personal and clerical
Finland,2018,42635,Labourers production and service workers
Finland,2018,568,Agricultural workers
Finland,2018,259,Government
Finland,2018,618,House wife
Finland,2018,27765,Students
Finland,2018,9808,Retired
Finland,2018,2,Others
Finland,2018,24,Not stated
France,2018,724350,Total
France,2018,151803,Professional
France,2018,66490,Administrative and managerial
France,2018,57470,Commercial personal and clerical
France,2018,238177,Labourers production and service workers
France,2018,1657,Agricultural workers
France,2018,1923,Government
France,2018,3652,House wife
France,2018,116809,Students
France,2018,86168,Retired
France,2018,112,Others
France,2018,89,Not stated
Germany,2018,872185,Total
Germany,2018,189551,Professional
Germany,2018,93646,Administrative and managerial
Germany,2018,68655,Commercial personal and clerical
Germany,2018,304224,Labourers production and service workers
Germany,2018,1744,Agricultural workers
Germany,2018,2327,Government
Germany,2018,8854,House wife
Germany,2018,141192,Students
Germany,2018,61726,Retired
Germany,2018,33,Others
Germany,2018,233,Not stated
Ireland,2018,58677,Total
Ireland,2018,18432,Professional
Ireland,2018,5865,Administrative and managerial
Ireland,2018,4884,Commercial personal and clerical
Ireland,2018,15412,Labourers production and service workers
Ireland,2018,345,Agricultural workers
Ireland,2018,364,Government
Ireland,2018,1057,House wife
Ireland,2018,8543,Students
Ireland,2018,3732,Retired
Ireland,2018,13,Others
Ireland,2018,30,Not stated
Italy,2018,263515,Total
Italy,2018,57856,Professional
Italy,2018,23614,Administrative and managerial
Italy,2018,20551,Commercial personal and clerical
Italy,2018,106663,Labourers production and service workers
Italy,2018,714,Agricultural workers
Italy,2018,788,Government
Italy,2018,2596,House wife
Italy,2018,32154,Students
Italy,2018,18478,Retired
Italy,2018,54,Others
Italy,2018,47,Not stated
Netherlands,2018,226618,Total
Netherlands,2018,51658,Professional
Netherlands,2018,28642,Administrative and managerial
Netherlands,2018,15986,Commercial personal and clerical
Netherlands,2018,65090,Labourers production and service workers
Netherlands,2018,304,Agricultural workers
Netherlands,2018,1397,Government
Netherlands,2018,2759,House wife
Netherlands,2018,43661,Students
Netherlands,2018,17077,Retired
Netherlands,2018,32,Others
Netherlands,2018,12,Not stated
Norway,2018,133020,Total
Norway,2018,27847,Professional
Norway,2018,12031,Administrative and managerial
Norway,2018,9518,Commercial personal and clerical
Norway,2018,40314,Labourers production and service workers
Norway,2018,553,Agricultural workers
Norway,2018,289,Government
Norway,2018,867,House wife
Norway,2018,24989,Students
Norway,2018,16581,Retired
Norway,2018,9,Others
Norway,2018,22,Not stated
Russian,2018,1466457,Total
Russian,2018,287480,Professional
Russian,2018,354126,Administrative and managerial
Russian,2018,113646,Commercial personal and clerical
Russian,2018,380298,Labourers production and service workers
Russian,2018,1133,Agricultural workers
Russian,2018,953,Government
Russian,2018,18673,House wife
Russian,2018,270847,Students
Russian,2018,38943,Retired
Russian,2018,322,Others
Russian,2018,36,Not stated
Spain,2018,176597,Total
Spain,2018,60500,Professional
Spain,2018,18050,Administrative and managerial
Spain,2018,15348,Commercial personal and clerical
Spain,2018,52336,Labourers production and service workers
Spain,2018,394,Agricultural workers
Spain,2018,885,Government
Spain,2018,886,House wife
Spain,2018,21848,Students
Spain,2018,6320,Retired
Spain,2018,25,Others
Spain,2018,5,Not stated
Sweden,2018,304206,Total
Sweden,2018,61214,Professional
Sweden,2018,28044,Administrative and managerial
Sweden,2018,21353,Commercial personal and clerical
Sweden,2018,99150,Labourers production and service workers
Sweden,2018,993,Agricultural workers
Sweden,2018,507,Government
Sweden,2018,1215,House wife
Sweden,2018,59254,Students
Sweden,2018,32384,Retired
Sweden,2018,62,Others
Sweden,2018,30,Not stated
Switzerland,2018,225985,Total
Switzerland,2018,54758,Professional
Switzerland,2018,25856,Administrative and managerial
Switzerland,2018,19323,Commercial personal and clerical
Switzerland,2018,68323,Labourers production and service workers
Switzerland,2018,706,Agricultural workers
Switzerland,2018,378,Government
Switzerland,2018,3564,House wife
Switzerland,2018,32280,Students
Switzerland,2018,20758,Retired
Switzerland,2018,30,Others
Switzerland,2018,9,Not stated
UnitedKingdom,2018,954404,Total
UnitedKingdom,2018,282600,Professional
UnitedKingdom,2018,118598,Administrative and managerial
UnitedKingdom,2018,68475,Commercial personal and clerical
UnitedKingdom,2018,231989,Labourers production and service workers
UnitedKingdom,2018,1766,Agricultural workers
UnitedKingdom,2018,6294,Government
UnitedKingdom,2018,16355,House wife
UnitedKingdom,2018,114455,Students
UnitedKingdom,2018,113466,Retired
UnitedKingdom,2018,300,Others
UnitedKingdom,2018,106,Not stated
EastEurope,2018,487669,Total
EastEurope,2018,130479,Professional
EastEurope,2018,90312,Administrative and managerial
EastEurope,2018,47232,Commercial personal and clerical
EastEurope,2018,127163,Labourers production and service workers
EastEurope,2018,987,Agricultural workers
EastEurope,2018,978,Government
EastEurope,2018,5443,House wife
EastEurope,2018,70628,Students
EastEurope,2018,14257,Retired
EastEurope,2018,170,Others
EastEurope,2018,20,Not stated
Others in Europe,2018,173470,Total
Others in Europe,2018,55810,Professional
Others in Europe,2018,19773,Administrative and managerial
Others in Europe,2018,18010,Commercial personal and clerical
Others in Europe,2018,47496,Labourers production and service workers
Others in Europe,2018,412,Agricultural workers
Others in Europe,2018,881,Government
Others in Europe,2018,2380,House wife
Others in Europe,2018,19794,Students
Others in Europe,2018,8816,Retired
Others in Europe,2018,91,Others
Others in Europe,2018,7,Not stated
Argentina,2018,43485,Total
Argentina,2018,14491,Professional
Argentina,2018,2733,Administrative and managerial
Argentina,2018,3164,Commercial personal and clerical
Argentina,2018,15096,Labourers production and service workers
Argentina,2018,54,Agricultural workers
Argentina,2018,79,Government
Argentina,2018,339,House wife
Argentina,2018,6530,Students
Argentina,2018,990,Retired
Argentina,2018,2,Others
Argentina,2018,7,Not stated
Brazil,2018,57105,Total
Brazil,2018,24212,Professional
Brazil,2018,6056,Administrative and managerial
Brazil,2018,5623,Commercial personal and clerical
Brazil,2018,10862,Labourers production and service workers
Brazil,2018,96,Agricultural workers
Brazil,2018,859,Government
Brazil,2018,475,House wife
Brazil,2018,6798,Students
Brazil,2018,2104,Retired
Brazil,2018,8,Others
Brazil,2018,12,Not stated
Canada,2018,252763,Total
Canada,2018,62898,Professional
Canada,2018,24815,Administrative and managerial
Canada,2018,24422,Commercial personal and clerical
Canada,2018,60629,Labourers production and service workers
Canada,2018,352,Agricultural workers
Canada,2018,1276,Government
Canada,2018,4724,House wife
Canada,2018,40771,Students
Canada,2018,32757,Retired
Canada,2018,90,Others
Canada,2018,29,Not stated
USA,2018,1096177,Total
USA,2018,329724,Professional
USA,2018,109111,Administrative and managerial
USA,2018,100207,Commercial personal and clerical
USA,2018,246949,Labourers production and service workers
USA,2018,2065,Agricultural workers
USA,2018,7841,Government
USA,2018,19304,House wife
USA,2018,164616,Students
USA,2018,115986,Retired
USA,2018,232,Others
USA,2018,142,Not stated
Others in America,2018,84478,Total
Others in America,2018,32847,Professional
Others in America,2018,7289,Administrative and managerial
Others in America,2018,7779,Commercial personal and clerical
Others in America,2018,19277,Labourers production and service workers
Others in America,2018,103,Agricultural workers
Others in America,2018,464,Government
Others in America,2018,1695,House wife
Others in America,2018,12338,Students
Others in America,2018,2632,Retired
Others in America,2018,51,Others
Others in America,2018,3,Not stated
Bangladesh,2018,125809,Total
Bangladesh,2018,9578,Professional
Bangladesh,2018,2182,Administrative and managerial
Bangladesh,2018,36012,Commercial personal and clerical
Bangladesh,2018,30858,Labourers production and service workers
Bangladesh,2018,6,Agricultural workers
Bangladesh,2018,2161,Government
Bangladesh,2018,19017,House wife
Bangladesh,2018,24861,Students
Bangladesh,2018,1131,Retired
Bangladesh,2018,0,Others
Bangladesh,2018,3,Not stated
India,2018,1562878,Total
India,2018,192978,Professional
India,2018,51517,Administrative and managerial
India,2018,519376,Commercial personal and clerical
India,2018,407860,Labourers production and service workers
India,2018,5416,Agricultural workers
India,2018,5881,Government
India,2018,143766,House wife
India,2018,204023,Students
India,2018,31918,Retired
India,2018,43,Others
India,2018,100,Not stated
Nepal,2018,55482,Total
Nepal,2018,7217,Professional
Nepal,2018,2541,Administrative and managerial
Nepal,2018,16962,Commercial personal and clerical
Nepal,2018,13874,Labourers production and service workers
Nepal,2018,200,Agricultural workers
Nepal,2018,1079,Government
Nepal,2018,3256,House wife
Nepal,2018,9586,Students
Nepal,2018,724,Retired
Nepal,2018,41,Others
Nepal,2018,2,Not stated
Pakistan,2018,78256,Total
Pakistan,2018,11431,Professional
Pakistan,2018,5257,Administrative and managerial
Pakistan,2018,22435,Commercial personal and clerical
Pakistan,2018,16470,Labourers production and service workers
Pakistan,2018,109,Agricultural workers
Pakistan,2018,577,Government
Pakistan,2018,8327,House wife
Pakistan,2018,12825,Students
Pakistan,2018,818,Retired
Pakistan,2018,2,Others
Pakistan,2018,5,Not stated
SriLanka,2018,62697,Total
SriLanka,2018,15294,Professional
SriLanka,2018,7485,Administrative and managerial
SriLanka,2018,14335,Commercial personal and clerical
SriLanka,2018,11058,Labourers production and service workers
SriLanka,2018,49,Agricultural workers
SriLanka,2018,141,Government
SriLanka,2018,2595,House wife
SriLanka,2018,9482,Students
SriLanka,2018,2255,Retired
SriLanka,2018,0,Others
SriLanka,2018,3,Not stated
Others in Asia,2018,50761,Total
Others in Asia,2018,7960,Professional
Others in Asia,2018,3229,Administrative and managerial
Others in Asia,2018,7915,Commercial personal and clerical
Others in Asia,2018,13649,Labourers production and service workers
Others in Asia,2018,263,Agricultural workers
Others in Asia,2018,5712,Government
Others in Asia,2018,2674,House wife
Others in Asia,2018,8717,Students
Others in Asia,2018,619,Retired
Others in Asia,2018,23,Others
Others in Asia,2018,0,Not stated
Australia,2018,802234,Total
Australia,2018,187147,Professional
Australia,2018,98818,Administrative and managerial
Australia,2018,64864,Commercial personal and clerical
Australia,2018,209913,Labourers production and service workers
Australia,2018,2580,Agricultural workers
Australia,2018,3383,Government
Australia,2018,13589,House wife
Australia,2018,132907,Students
Australia,2018,88782,Retired
Australia,2018,159,Others
Australia,2018,92,Not stated
NewZealand,2018,100887,Total
NewZealand,2018,25410,Professional
NewZealand,2018,14573,Administrative and managerial
NewZealand,2018,8385,Commercial personal and clerical
NewZealand,2018,23916,Labourers production and service workers
NewZealand,2018,924,Agricultural workers
NewZealand,2018,441,Government
NewZealand,2018,1881,House wife
NewZealand,2018,15573,Students
NewZealand,2018,9759,Retired
NewZealand,2018,8,Others
NewZealand,2018,17,Not stated
Others in Oceania,2018,7917,Total
Others in Oceania,2018,2150,Professional
Others in Oceania,2018,1069,Administrative and managerial
Others in Oceania,2018,707,Commercial personal and clerical
Others in Oceania,2018,2114,Labourers production and service workers
Others in Oceania,2018,13,Agricultural workers
Others in Oceania,2018,177,Government
Others in Oceania,2018,98,House wife
Others in Oceania,2018,823,Students
Others in Oceania,2018,750,Retired
Others in Oceania,2018,13,Others
Others in Oceania,2018,3,Not stated
Egypt,2018,18161,Total
Egypt,2018,5719,Professional
Egypt,2018,2393,Administrative and managerial
Egypt,2018,1723,Commercial personal and clerical
Egypt,2018,4877,Labourers production and service workers
Egypt,2018,0,Agricultural workers
Egypt,2018,108,Government
Egypt,2018,229,House wife
Egypt,2018,2863,Students
Egypt,2018,245,Retired
Egypt,2018,0,Others
Egypt,2018,4,Not stated
Israel,2018,185366,Total
Israel,2018,39342,Professional
Israel,2018,18613,Administrative and managerial
Israel,2018,15778,Commercial personal and clerical
Israel,2018,54994,Labourers production and service workers
Israel,2018,524,Agricultural workers
Israel,2018,319,Government
Israel,2018,1233,House wife
Israel,2018,44877,Students
Israel,2018,9628,Retired
Israel,2018,31,Others
Israel,2018,27,Not stated
Kuwait,2018,77365,Total
Kuwait,2018,11020,Professional
Kuwait,2018,3817,Administrative and managerial
Kuwait,2018,4998,Commercial personal and clerical
